9	0	Everything we do to express ourselves uses muscles.	Everything we do to express ourselves uses muscles.
19	578	Each hemoglobin molecule can bind up to four oxygen molecules.	Each hemoglobin molecule can bind up to four oxygen molecules.
19	579	The PO2PO2 determines the amount of oxygen that hemoglobin binds.	PO2PO2 determines the amount of oxygen with which hemoglobin binds.
19	580	The greater the PO2,PO2, the more oxygen binds until the hemoglobin molecules are completely loaded with oxygen, or saturated .	The more PO2, PO2, the more oxygen is bound until the hemoglobin molecules are completely oxygenated or saturated.
19	581	At normal systemic arterial PO2PO2 , hemoglobin is essentially completely saturated.	In normal systemic arterial PO2PO2, hemoglobin is essentially completely saturated.
19	582	The chemical bonds between oxygen and hemoglobin molecules can break.	The chemical bonds between oxygen and hemoglobin molecules can break.
19	583	As the PO2PO2 decreases, oxyhemoglobin releases oxygen molecules .	When PO2PO2 decreases, oxyhemoglobin releases oxygen molecules.
19	584	This happens in tissues in which cells have used oxygen in cellular respiration.	It occurs in tissues where cells have used oxygen for cellular respiration.
19	585	The free oxygen diffuses from the blood into nearby cells, as figure 19.37 shows.	As shown in Figure 19.37, free oxygen diffuses from the blood into the surrounding cells.
19	586	With the continuous addition of oxygen, tissue PO2PO2 remains at 40 mm	With constant oxygen addition, the PO2PO2 tissue remains 40 mm.
19	587	Hg even though cellular respiration continues to consume it.	Hg, although it still consumes cellular respiration.
19	588	Increasing the blood level of carbon dioxide PCO2, acidity, and temperature all increase the amount of oxygen that oxyhemoglobin releases	Increased levels of PCO2 carbon dioxide, acidity and blood temperature increase the amount of oxygen released by oxyhemoglobin
19	589	9figs.	9figs.
19	590	19.38, 19.39, and 19.40).	19.38, 19.39 and 19.40).
19	591	These influences help release more oxygen from the blood to the skeletal muscles during exercise.	These effects help release more oxygen from the blood to skeletal muscles during exercise.
19	592	The increased muscular activity accompanied by increased oxygen use increases the PCO2PCO2 decreases the pH, and raises the local temperature.	Increased muscle activity, accompanied by increased oxygen consumption, increases PCO2PCO2, lowers pH, and raises local temperature.
19	593	At the same time, less-active cells receive the usual amount of oxygen.	At the same time, less active cells receive the usual amount of oxygen.
19	594	A deficiency of O2O2 reaching the tissues is called hypoxia .	Lack of O2O2 that gets into the tissues is called hypoxia.
19	595	Examples include decreased arterial P O 2 P O 2 , diminished ability of the blood to transport O 2 O 2 , and inadequate blood flow .	Examples include decreased arterial PO 2 PO 2, decreased ability of the blood to carry O 2 O 2, and inadequate blood flow.
19	596	Histotoxic hypoxia is a special case in which sufficient oxygen reaches the tissues but cells are unable to use the oxygen because the pathways of aerobic respiration are blocked.	Histotoxic hypoxia is a special case where sufficient oxygen reaches the tissue, but cells cannot use oxygen because the aerobic airway is blocked.
19	597	An example is cyanide poisoning.	An example is cyanide poisoning.
19	598	As described earlier, respiratory control under most circumstances is responding to plasma PCO2PCO2 and pH, not PO2,PO2, despite the central role of oxygen in cellular metabolism.	As described earlier, respiration control in most cases responds to plasma PCO2PCO2 and pH rather than PO2, PO2, despite the central role of oxygen in cellular metabolism.
19	599	Notice, however, in figures 19.36 and 19.37, that the "oxygen-poor" systemic venous blood retains 75% of the oxygen it had when it was "oxygen-rich.	Note, however, that in Figures 19.36 and 19.37, the low oxygen systemic venous blood is holding 75% of the oxygen it had when it was “oxygenated”.
19	600	"	"
19	601	In other words, as the blood circulates through the systemic circuit, it only gives up 25% of the oxygen it is carrying.	In other words, since blood circulates through the systemic circuit, it only releases 25% of the oxygen it carries.
19	602	This safety margin for O2O2 makes it possible for the respiratory system to safely adjust CO2CO2 levels, and thereby the pH, of the internal environment.	This margin of safety for O2O2 allows the respiratory system to safely regulate CO2 CO2 levels and therefore the pH of the indoor environment.
19	603	It also ensures a temporary reserve supply of oxygen at times when inspired oxygen might not be available .	It also provides a temporary supply of oxygen at times when inhaled oxygen may not be available.
19	604	Carbon monoxide CO is a toxic gas produced in gasoline engines and some stoves as a result of incomplete combustion of fuels.	Carbon monoxide CO is a toxic gas produced in gasoline engines and some stones due to incomplete combustion of fuel.
19	605	It is also a component of tobacco smoke.	It is also part of the tobacco smoke.
19	606	Carbon monoxide is toxic because it binds hemoglobin in a way that prevents hemoglobin from delivering oxygen to tissues.	Carbon monoxide is toxic because it binds hemoglobin in a way that prevents oxygen from delivering hemoglobin to tissues.
19	607	It may also inhibit aerobic respiration at the cellular level.	It can also suppress aerobic respiration at the cellular level.
19	608	Treatment for carbon monoxide poisoning is to administer oxygen at high partial pressure to increase the amount of oxygen available for delivery to the tissues.	Treatment for carbon monoxide poisoning is the administration of oxygen at high partial pressures to increase the amount of oxygen available for delivery to tissues.
19	609	Carbon dioxide CO2 is usually given simultaneously to stimulate the respiratory center, which, in turn, increases breathing rate.	Carbon dioxide CO2 is usually given simultaneously to stimulate the respiratory center, which in turn increases the breathing rate.
19	610	Rapid breathing, once the carbon monoxide source has been removed, helps reduce the partial pressure of carbon monoxide in the alveoli, favoring diffusion of carbon monoxide out of the blood.	Rapid elimination of breath after removal of the carbon monoxide source helps to reduce the partial pressure of carbon monoxide in the alveoli, which facilitates the diffusion of carbon monoxide from the blood.
